No;Code;Jenis ken;NoPolisi;Thn Kendaraan;Warna;NoMesin;NoRangka;KD
;SMS;MITSUBISHI FE MS427-1;DA9633AJ;2000;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DA9635LB;2009;;;;
;SMS;"TOYOTA HILUX DOUBLE CABIN 4X4 3,0 PU";DA9638CB;2010;;;;
;SMS;"SUZUKI CARRY MEGA 1,5 PU";DA9642PF;2012;;;;
;SMS;MITSUBISHI COLT FE 349 HD 120 PS DUMP TRUCK;DA9648Z;2005;;;;
;SMS;MITSUBISHI L-200 MS230;DA9680PB;2006;;;;
;SMS;MITSUBISHI COLT 035;DA9699HC;2008;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU FLAT DECK";DA9699LC;2012;;;;
;SMS;HINO DUMPTRUCK FM260JD-1;DA9709ZE;2013;;;;
;SMS;MITSUBISHI L-200 MS230;DA9713AV;2005;;;;
;SMS;ISUZU ELF IS411-1;DA9714PF;2012;;;;
;SMS;SUZUKI CARRY FUTURAST150PUFD;DA9714TF;2005;;;;
;SMS;SUZUKI CARRY SZ276;DA9728LC;2012;;;;
;SMS;MAZDA BT-50 MBT001;DA9757AZ;2007;;;;
;SMS;"MITSUBISHI COLT L300 DIESEL STANDAR 2,5 PU";DA9757TZ;2005;;;;
;SMS;TOYOTA DYNA RINO 130 HT DUMP TRUCK;DA9781TN;2008;;;;
;SMS;DAIHATSU ZEBRA DH244;DA9788ZB;2006;;;;
;SMS;MITSUBISHI TRITON MT502;DA9794BL;2010;;;;
;SMS;MITSUBISHI COLT 005;DA9799ZB;2006;;;;
;SMS;SUZUKI CARRY FUTURAST150PUWD;DA9805LA;2005;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";DA9808ZF;2015;;;;
;SMS;MITSUBISHI FE MS427-1;DA9819AR;2001;;;;
;SMS;"MITSUBISHI L200 SUPER PICK UP STANDART 4X2 2,5";DA9831TN;2005;;;;
;SMS;ISUZU NEW PANTHER D-MAX DOUBLE CABIN 4X4;DA9835BJ;2010;;;;
;SMS;MITSUBISHI FE MS550;DA9837ZC;2012;;;;
;SMS;MITSUBISHI L200D MS238;DA9839BG;2005;;;;
;SMS;SUZUKI CARRY SZ276;DA9841BG;2005;;;;
;SMS;MITSUBISHI L-200 MS231;DA9841DA;2004;;;;
;SMS;HINO DUMPTRUCK DUTRO 130 HD;DA9846AQ;2008;;;;
;SMS;MITSUBISHI STRADA MS010;DA9846BN;2011;;;;
;SMS;MITSUBISHI FE MS436-1;DA9850AY;2006;;;;
;SMS;"SUZUKI CARRY MEGA 1,5 PU";DA9858CL;2015;;;;
;SMS;FORD RANGER FR521;DA9865AS;2002;;;;
;SMS;MITSUBISHI COLT 040;DA9889BK;2004;;;;
;SMS;SUZUKI CARRY SZ274;DA9891DA;2005;;;;
;SMS;TOYOTA DYNA TY432-1;DA9899HO;2010;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";DA9899TD;2001;;;;
;SMS;"ISUZU PANTHER 2,5 PU";DA9902PD;2011;;;;
;SMS;SUZUKI CARRY SZ274;DA9910ZB;2008;;;;
;SMS;MITSUBISHI FE MS485;DA9915PB;2007;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";DA9926CJ;2014;;;;
;SMS;MITSUBISHI FE MS427;DA9927D;2001;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS DUMP TRUCK;DA9948CL;2015;;;;
;SMS;"MITSUBISHI COLT T120 SS MPI STANDAR 1,5 PU";DA9957BQ;2014;;;;
;SMS;MITSUBISHI COLT 035-1;DA9959ZA;2007;;;;
;SMS;SUZUKI CARRY SZ276;DA9962CA;2010;;;;
;SMS;ISUZU PANTHER IS278;DA9965AL;2002;;;;
;SMS;FORD RANGER DOUBLECABIN-1;DA9973BL;2011;;;;
;SMS;TOYOTA DYNA RINO 130 HT BAK KAYU;DA9977AQ;2009;;;;
;SMS;HONDA ACCORD HN123;DA99SI;1994;;;;
;SMS;"TOYOTA ALL NEW AVANZA VELOZ VVTI 1,5 MT";DB1005MO;2012;;;;
;SMS;"HONDA ALL NEW CRV 4X2 2,4 AT";DB1005QK;2010;;;;
;SMS;"DAIHATSU AYLA R 1,2 MT";DB1009EJ;2018;;;;
;SMS;"HONDA MOBILIO E 1,5 MT";DB1009LP;2016;;;;
;SMS;"HONDA FREED 1,5 E AT";DB1009MO;2011;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1011KB;2013;;;;
;SMS;"TOYOTA NEW KIJANG LGX 1,8 MT";DB1013MH;2001;;;;
;SMS;"HONDA BRIO SATYA E 1,2 MT";DB1015JB;2016;;;;
;SMS;"TOYOTA AGYA G 1,2 MT";DB1016NC;2019;;;;
;SMS;"HONDA NEW CIVIC VTI 1,7 MT";DB1016QG;2004;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1019NA;2012;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1021NB;2013;;;;
;SMS;"TOYOTA INNOVA BENSIN G 2,0 MT";DB1022MB;2004;;;;
;SMS;"TOYOTA RUSH S 1,5 MT";DB1022QN;2011;;;;
;SMS;"TOYOTA NEW INNOVA BENSIN G 2,0 AT";DB1022QS;2010;;;;
;SMS;"TOYOTA RUSH S 1,5 MT";DB1023AY;2007;;;;
;SMS;"TOYOTA NEW KIJANG KRISTA 2,0 MT";DB1025KE;2003;;;;
;SMS;DAIHATSU TARUNA DH212;DB1027CL;2001;;;;
;SMS;"SUZUKI NEW ERTIGA GA 1,4 MT";DB1027LJ;2017;;;;
;SMS;"TOYOTA GRAND NEW AVANZA E 1,3 MT";DB1030EH;2016;;;;
;SMS;"DAIHATSU ALL NEW XENIA X VVTI 1,3 MT";DB1032LB;2015;;;;
;SMS;"DAIHATSU ALL NEW XENIA R SPORTY VVTI 1,3 MT";DB1037KE;2011;;;;
;SMS;"DAIHATSU XENIA XI DELUXE SPORTY VVTI 1,3 MT";DB1040AF;2011;;;;
;SMS;"HONDA BRIO IVTEC S 1,3 MT";DB1042FA;2012;;;;
;SMS;"TOYOTA AVANZA GRAND NEW VELOZ 1,5 MT";DB1054DG;2019;;;;
;SMS;"DAIHATSU ALL NEW XENIA R SPORTY VVTI 1,3 MT";DB1057AV;2014;;;;
;SMS;"TOYOTA AGYA G TRD 1,0 MT";DB1060AX;2014;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,5 MT";DB1061KA;2012;;;;
;SMS;"DAIHATSU XENIA XI DELUXE FAMILY 1,3 MT";DB1062AL;2008;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1068KF;2010;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1070GM;2010;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1071QB;2011;;;;
;SMS;"TOYOTA YARIS S 1,5 AT";DB1071QL;2009;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1075HE;2009;;;;
;SMS;"TOYOTA NEW AVANZA VVTI E 1,3 MT";DB1083CO;2011;;;;
;SMS;"DAIHATSU XENIA LI DELUXE SPORTY VVTI 1,0 MT";DB1084MD;2010;;;;
;SMS;"DAIHATSU GREAT NEW XENIA R SPORTY 1,3 MT";DB1091KC;2016;;;;
;SMS;TOYOTA SOLUNA TY164;DB1091QA;2002;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1098CP;2008;;;;
;SMS;"DAIHATSU TERIOS TS EXTRA 1,5 MT";DB1099QB;2010;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1100PE;2009;;;;
;SMS;"TOYOTA NEW AVANZA VVTI S 1,5 MT";DB1103AW;2009;;;;
;SMS;"TOYOTA AGYA G TRD 1,0 MT";DB1103KB;2013;;;;
;SMS;"TOYOTA CALYA G 1,2 MT";DB1105DD;2017;;;;
;SMS;"DAIHATSU XENIA LI DELUXE FAMILY VVTI 1,0 MT";DB1105QB;2007;;;;
;SMS;"DAIHATSU GREAT NEW XENIA X DELUXE 1,3 MT";DB1124GD;2015;;;;
;SMS;"TOYOTA NEW AVANZA VVTI S 1,5 MT";DB1133QK;2010;;;;
;SMS;"DAIHATSU XENIA XI DELUXE PLUS VVTI 1,3 MT";DB1134QE;2009;;;;
;SMS;"HONDA ALL NEW CRV 4X2 2,4 AT";DB1135MQ;2010;;;;
;SMS;"DAIHATSU XENIA XI DELUXE SPORTY VVTI 1,3 MT";DB1140QB;2009;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1146HB;2014;;;;
;SMS;"DAIHATSU AYLA M SPORTY 1,0 AT";DB1148LC;2015;;;;
;SMS;"DAIHATSU TERIOS TS EXTRA 1,5 MT";DB1153AR;2009;;;;
;SMS;"DAIHATSU XENIA LI DELUXE FAMILY VVTI 1,0 MT";DB1154DE;2009;;;;
;SMS;"DAIHATSU XENIA XI DELUXE SPORTY VVTI 1,3 MT";DB1154NE;2010;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1156KF;2011;;;;
;SMS;"TOYOTA AGYA G TRD 1,0 MT";DB1157AS;2013;;;;
;SMS;"DAIHATSU ALL NEW XENIA R SPORTY VVTI 1,3 MT";DB1158AO;2013;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1164QD;2011;;;;
;SMS;"DAIHATSU ALL NEW XENIA X VVTI 1,3 MT";DB1165LB;2015;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI E 1,3 MT";DB1176LD;2015;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1178NB;2014;;;;
;SMS;"SUZUKI SX4 CROSS OVER 1,5 AT";DB1178QM;2007;;;;
;SMS;"DAIHATSU XENIA XI DELUXE FAMILY VVTI 1,3 MT";DB1180QC;2010;;;;
;SMS;"HONDA NEW BRIO SATYA E 1,2 MT";DB1182BN;2018;;;;
;SMS;"DAIHATSU ALL NEW XENIA R SPORTY VVTI 1,3 MT";DB1184AV;2014;;;;
;SMS;"DAIHATSU ALL NEW XENIA R SPORTY VVTI 1,3 MT";DB1189GA;2013;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1196FF;2009;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1202AO;2013;;;;
;SMS;MITSUBISHI KUDA MS226;DB1203AN;2000;;;;
;SMS;"HONDA NEW BRIO SATYA RS 1,2 MT";DB1207DG;2019;;;;
;SMS;TOYOTA AVANZA 13GVVTI;DB1213KE;2006;;;;
;SMS;"DAIHATSU XENIA XI DELUXE VVTI 1,3 MT";DB1219AC;2011;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1219MD;2010;;;;
;SMS;TOYOTA AVANZA TY296;DB1220QC;2009;;;;
;SMS;"DAIHATSU XENIA XI DELUXE FAMILY VVTI 1,3 MT";DB1221MJ;2011;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1233KF;2011;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1237BD;2013;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1243AO;2013;;;;
;SMS;TOYOTA KIJANG TY366;DB1243D;2001;;;;
;SMS;"DAIHATSU TERIOS TS EXTRA 1,5 MT";DB1247FB;2013;;;;
;SMS;TOYOTA KIJANG TY366;DB1249D;2000;;;;
;SMS;"DAIHATSU ALL NEW XENIA R SPORTY VVTI 1,3 MT";DB1252HB;2015;;;;
;SMS;"TOYOTA NEW KIJANG LGX 1,8 MT";DB1252QK;2000;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1256BH;2014;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1263KF;2011;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1270MJ;2011;;;;
;SMS;"HONDA NEW CITY IDSI 1,5 MT";DB1273QA;2003;;;;
;SMS;"DAIHATSU ALL NEW XENIA R VVTI 1,3 MT";DB1276AP;2013;;;;
;SMS;"NISSAN GRAND LIVINA XV 1,5 MT";DB1277AU;2009;;;;
;SMS;"DAIHATSU XENIA XI DELUXE VVTI 1,3 MT";DB1280MH;2010;;;;
;SMS;"DAIHATSU ALL NEW XENIA R SPORTY VVTI 1,3 MT";DB1287KE;2011;;;;
;SMS;"DAIHATSU XENIA XI DELUXE VVTI 1,3 MT";DB1289MF;2010;;;;
;SMS;"TOYOTA NEW INNOVA BENSIN E 2,0 MT";DB1289MU;2008;;;;
;SMS;"DAIHATSU NEW SIGRA FACELIFT M 1,0 MT";DB1292DG;2019;;;;
;SMS;ISUZU PANTHER IS259;DB1293CA;1997;;;;
;SMS;"TOYOTA NEW AVANZA VVTI S 1,5 MT";DB1293CN;2011;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1296AI;2011;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1298QS;2013;;;;
;SMS;"TOYOTA AGYA G TRD 1,0 MT";DB1301NB;2015;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1308AY;2009;;;;
;SMS;"TOYOTA NEW INNOVA BENSIN G 2,0 MT";DB1308QW;2014;;;;
;SMS;TOYOTA KIJANG TY398;DB1313CA;2000;;;;
;SMS;TOYOTA KIJANG TY370;DB1314D;2001;;;;
;SMS;TOYOTA KIJANG TY475;DB1315KE;2001;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1318MW;2009;;;;
;SMS;"DAIHATSU XENIA XI DELUXE FAMILY VVTI 1,3 MT";DB1319DE;2011;;;;
;SMS;"TOYOTA CALYA G 1,2 MT";DB1323LP;2018;;;;
;SMS;"DAIHATSU TERIOS TX ELEGANT 1,5 MT";DB1324AF;2013;;;;
;SMS;"TOYOTA CALYA E 1,2 MT";DB1325BO;2018;;;;
;SMS;TOYOTA KIJANG TY348;DB1341D;2002;;;;
;SMS;"DAIHATSU GREAT NEW XENIA M 1,0 MT";DB1341LA;2015;;;;
;SMS;"DAIHATSU LUXIO D 1,5 MT";DB1341MW;2009;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1346AR;2009;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1362QR;2013;;;;
;SMS;TOYOTA KIJANG TY402;DB1363AI;2002;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1371AF;2012;;;;
;SMS;"TOYOTA NEW KIJANG LX 1,8 MT";DB1371AR;2004;;;;
;SMS;"HONDA NEW CRV 4 X2 2,4 AT";DB1380AO;2013;;;;
;SMS;"DAIHATSU AYLA X 1,0 MT";DB1382LL;2017;;;;
;SMS;"DAIHATSU XENIA XI DELUXE SPORTY VVTI 1,3 MT";DB1401FE;2010;;;;
;SMS;"DAIHATSU TERIOS TX 1,5 MT";DB1403BC;2007;;;;
;SMS;TOYOTA KIJANG TY505;DB1416D;1996;;;;
;SMS;"DAIHATSU NEW SIGRA FACELIFT R 1,2 MT";DB1418DH;2022;;;;
;SMS;TOYOTA KIJANG TY361;DB1420CA;2001;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1426MF;2010;;;;
;SMS;"DAIHATSU XENIA XI DELUXE SPORTY VVTI 1,3 MT";DB1429MA;2009;;;;
;SMS;"DAIHATSU XENIA XI DELUXE SPORTY VVTI 1,3 MT";DB1430MF;2010;;;;
;SMS;"HONDA BRIO SATYA E 1,2 MT";DB1431FC;2015;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1438QD;2008;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1439MB;2010;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1445ME;2010;;;;
;SMS;TOYOTA KIJANG TY346;DB1453CA;2000;;;;
;SMS;"SUZUKI IGNIS GX 1,2 MT";DB1454GE;2017;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1463FB;2013;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1464AG;2008;;;;
;SMS;"TOYOTA NEW INNOVA BENSIN G 2,0 MT";DB1466EG;2009;;;;
;SMS;TOYOTA KIJANG TY348;DB1470D;2002;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1471GM;2011;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1474FB;2014;;;;
;SMS;"TOYOTA AVANZA GRAND NEW VELOZ 1,3 MT";DB1476FD;2016;;;;
;SMS;"HONDA JAZZ IDSI 1,5 MT";DB1477MG;2004;;;;
;SMS;"TOYOTA NEW AVANZA VVTI S 1,5 MT";DB1478GM;2008;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1487KF;2012;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1488MG;2011;;;;
;SMS;"DAIHATSU SIGRA X 1,2 MT";DB1493LQ;2018;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1493QF;2010;;;;
;SMS;"DAIHATSU TERIOS TX ELEGANT 1,5 MT";DB1497QR;2010;;;;
;SMS;"NISSAN GRAND LIVINA XV 1,5 MT";DB1502MQ;2009;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1507MT;2012;;;;
;SMS;"DAIHATSU AYLA X 1,0 MT";DB1513LC;2015;;;;
;SMS;TOYOTA KIJANG TY348;DB1523CA;2001;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1523JE;2008;;;;
;SMS;"HONDA BRIO SATYA E 1,2 MT";DB1526LC;2016;;;;
;SMS;"TOYOTA ALL NEW AVANZA VELOZ VVTI 1,5 MT";DB1531MN;2012;;;;
;SMS;"TOYOTA AVANZA GRAND NEW VELOZ 1,3 AT";DB1534EH;2016;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1534QJ;2010;;;;
;SMS;"TOYOTA RUSH S 1,5 MT";DB1536RF;2009;;;;
;SMS;DAIHATSU GRANMAX D STANDAR 13MT;DB1537MI;2010;;;;
;SMS;"TOYOTA ALL NEW RUSH G 1,5 MT";DB1543LQ;2018;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1546JE;2012;;;;
;SMS;"NISSAN MARCH L 1,2 MT";DB1552AP;2013;;;;
;SMS;"TOYOTA GRAND NEW AVANZA G 1,3 MT";DB1566PB;2017;;;;
;SMS;"DAIHATSU ALL NEW XENIA R SPORTY VVTI 1,3 MT";DB1568EI;2012;;;;
;SMS;"TOYOTA CALYA G 1,2 MT";DB1570BO;2018;;;;
;SMS;"DAIHATSU XENIA XI DELUXE SPORTY VVTI 1,3 MT";DB1575FF;2010;;;;
;SMS;TIMOR TM 002;DB1577AB;1997;;;;
;SMS;"TOYOTA AGYA G TRD 1,0 MT";DB1577BH;2015;;;;
;SMS;"TOYOTA NEW AVANZA VVTI S 1,5 MT";DB1579ML;2011;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1581MP;2012;;;;
;SMS;"DAIHATSU XENIA XI DELUXE SPORTY VVTI 1,3 MT";DB1586BA;2011;;;;
;SMS;"HONDA MOBILIO E 1,5 AT CVT";DB1592QM;2014;;;;
;SMS;"HONDA BRIO SATYA E 1,2 MT";DB1595KB;2014;;;;
;SMS;"DAIHATSU GREAT NEW XENIA X DELUXE 1,3 MT";DB1596LC;2015;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1597DC;2015;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1598KF;2010;;;;
;SMS;"DAIHATSU ALL NEW XENIA X VVTI 1,3 MT";DB1604JE;2012;;;;
;SMS;"TOYOTA FORTUNER BENSIN G LUXURY 4X2 2,7 AT";DB1605MH;2006;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1614DE;2007;;;;
;SMS;"DAIHATSU XENIA LI DELUXE VVTI 1,0 MT";DB1614MC;2010;;;;
;SMS;"ISUZU NEW PANTHER LS 2,5 MT";DB1620MG;2001;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1623KF;2011;;;;
;SMS;"TOYOTA ALL NEW AVANZA VELOZ VVTI 1,5 MT";DB1635JA;2014;;;;
;SMS;TOYOTA AVANZA 13GVVTI;DB1638AI;2007;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1638KE;2009;;;;
;SMS;"DAIHATSU ALL NEW XENIA X VVTI 1,3 MT";DB1644EF;2015;;;;
;SMS;"DAIHATSU TERIOS TX ADVENTURE 1,5 MT";DB1645LB;2015;;;;
;SMS;"TOYOTA AGYA G TRD 1,0 MT";DB1651GD;2016;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1652QF;2009;;;;
;SMS;"TOYOTA NEW AVANZA VVTI S 1,5 MT";DB1658MA;2010;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1659AO;2013;;;;
;SMS;"TOYOTA NEW KIJANG LGX 2,0 MT";DB1666AN;2003;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1668FF;2011;;;;
;SMS;"TOYOTA INNOVA BENSIN E 2,0 MT";DB1673DE;2009;;;;
;SMS;"MITSUBISHI COLT T120 SS MPI STANDAR 1,5 PU";DB1675DK;2007;;;;
;SMS;"DAIHATSU XENIA XI DELUXE SPORTY VVTI 1,3 MT";DB1683FF;2011;;;;
;SMS;DAIHATSU XENIA DH249-1;DB1686KE;2009;;;;
;SMS;"DAIHATSU XENIA XI DELUXE VVTI 1,3 MT";DB1691CO;2011;;;;
;SMS;"DAIHATSU TERIOS TX ELEGANT 1,5 MT";DB1692GM;2011;;;;
;SMS;"TOYOTA AGYA G TRD 1,0 MT";DB1694DC;2015;;;;
;SMS;"HONDA BRIO SATYA E 1,2 MT";DB1697AS;2014;;;;
;SMS;"NISSAN MARCH L 1,2 MT";DB1698LN;2017;;;;
;SMS;"NISSAN GRAND LIVINA XV 1,5 MT";DB1703BE;2011;;;;
;SMS;"TOYOTA ALL NEW AVANZA VVTI G 1,3 MT";DB1705CC;2013;;;;
;SMS;TOYOTA AVANZA 13G;DB170NA;2005;;;;
;SMS;"HONDA NEW JAZZ IVTEC RS 1,5 AT";DB1718MT;2012;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1724FE;2009;;;;
;SMS;"DAIHATSU ALL NEW XENIA R VVTI 1,3 AT";DB1730MR;2012;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1746KE;2009;;;;
;SMS;"DAIHATSU NEW TERIOS R 1,5 MT";DB1751LD;2016;;;;
;SMS;"HONDA GRAND NEW CRV 2,0 AT";DB1753QC;2013;;;;
;SMS;"HONDA MOBILIO RS 1,5 MT";DB1754LA;2015;;;;
;SMS;"DAIHATSU XENIA XI DELUXE FAMILY VVTI 1,3 MT";DB1754ME;2010;;;;
;SMS;"TOYOTA CALYA G 1,2 AT";DB1759GE;2018;;;;
;SMS;"DAIHATSU GREAT NEW XENIA R SPORTY 1,3 MT";DB1764CF;2017;;;;
;SMS;"NISSAN MARCH L 1,2 MT";DB1772FB;2014;;;;
;SMS;"TOYOTA NEW AVANZA VVTI S 1,5 MT";DB1785MR;2007;;;;
;SMS;"DAIHATSU ALL NEW XENIA X VVTI 1,3 MT";DB1788AJ;2013;;;;
;SMS;"SUZUKI APV ARENA GX 1,5 MT";DB1792QL;2009;;;;
;SMS;"HONDA NEW JAZZ IVTEC S 1,5 AT";DB1793QA;2010;;;;
;SMS;"DAIHATSU ALL NEW XENIA R SPORTY VVTI 1,3 MT";DB1796AT;2014;;;;
;SMS;HONDA NEW BRIO SATYA E CVT;DB17IA;2018;;;;
;SMS;"DAIHATSU GREAT NEW XENIA X 1,3 MT";DB1804LO;2018;;;;
;SMS;"TOYOTA CALYA G 1,2 MT";DB1808KD;2019;;;;
;SMS;"TOYOTA ALL NEW AVANZA VELOZ VVTI 1,5 AT";DB1810QL;2012;;;;
;SMS;"TOYOTA INNOVA BENSIN G 2,0 MT";DB1818AL;2005;;;;
;SMS;"TOYOTA AVANZA G 1,3 MT";DB1823AY;2008;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1825EE;2011;;;;
;SMS;"TOYOTA GRAND NEW INNOVA BENSIN E 2,0 MT";DB1825QW;2012;;;;
;SMS;"TOYOTA AGYA G 1,2 MT";DB1828KC;2017;;;;
;SMS;"DAIHATSU ALL NEW XENIA X VVTI 1,3 MT";DB1829AT;2014;;;;
;SMS;TOYOTA KIJANG INNOVAGMT;DB1829D;2005;;;;
;SMS;"DAIHATSU AYLA R DELUXE 1,2 MT";DB1829LO;2018;;;;
;SMS;"TOYOTA NEW AVANZA VVTI S 1,5 MT";DB1832EG;2007;;;;
;SMS;"HONDA CRV TURBO PRESTIGE 1,5 CVT";DB1835FJ;2018;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1846MG;2011;;;;
;SMS;"TOYOTA ALL NEW YARIS TRD SPORTIVO 1,5 AT";DB1847FC;2015;;;;
;SMS;"DAIHATSU GREAT NEW XENIA X 1,3 MT";DB1848DC;2016;;;;
;SMS;"HONDA NEW JAZZ IVTEC RS 1,5 MT";DB1849AM;2013;;;;
;SMS;"TOYOTA INNOVA DIESEL G 2,5 MT";DB1849AY;2007;;;;
;SMS;"TOYOTA AGYA G TRD 1,0 MT";DB1849EF;2015;;;;
;SMS;"TOYOTA NEW AVANZA VVTI S 1,5 AT";DB1862MC;2010;;;;
;SMS;"DAIHATSU AYLA R DELUXE 1,2 MT";DB1866JB;2019;;;;
;SMS;"TOYOTA INNOVA BENSIN G 2,0 MT";DB1867MA;2004;;;;
;SMS;"DAIHATSU ALL NEW XENIA R SPORTY VVTI 1,3 MT";DB1867QL;2013;;;;
;SMS;"TOYOTA NEW AVANZA VVTI S 1,5 MT";DB1877AG;2008;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1898KF;2007;;;;
;SMS;"TOYOTA AGYA G TRD 1,0 MT";DB1901KB;2015;;;;
;SMS;"TOYOTA AGYA G 1,0 AT";DB1906AO;2013;;;;
;SMS;"TOYOTA NEW INNOVA BENSIN E 2,0 MT";DB1909CL;2008;;;;
;SMS;"SUZUKI ERTIGA GL 1,4 MT";DB1909CO;2012;;;;
;SMS;"DAIHATSU XENIA XI DELUXE PLUS VVTI 1,3 MT";DB1910KE;2010;;;;
;SMS;"TOYOTA RUSH G 1,5 MT";DB1912FF;2011;;;;
;SMS;"TOYOTA INNOVA BENSIN G 2,0 MT";DB1920KF;2004;;;;
;SMS;"DAIHATSU XENIA XI DELUXE FAMILY 1,3 MT";DB1922KE;2011;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1931AY;2010;;;;
;SMS;DAIHATSU GRANMAX D STANDAR 13MT;DB1933MJ;2011;;;;
;SMS;"TOYOTA INNOVA BENSIN V 2,0 AT";DB1938QF;2004;;;;
;SMS;"TOYOTA NEW AVANZA VVTI G 1,3 MT";DB1942MQ;2011;;;;
